time,value,value_max,value_min
05/11/2019 18:00,1.701096207,1.7782786,1.642645
05/11/2019 18:30,1.640349157,1.6808751,1.5938915
05/11/2019 19:00,1.584861633,1.6703234,1.5076952
05/11/2019 19:30,1.48466593,1.5401189,1.4104365
05/11/2019 20:00,1.456521293,1.5342449,1.3986444
05/11/2019 20:30,1.438058057,1.5053741,1.365947
05/11/2019 21:00,1.29969887,1.3688751,1.2567221
05/11/2019 21:30,1.22404753,1.3050668,1.1229377
05/11/2019 22:00,1.013246783,1.1364037,0.9275538
05/11/2019 22:30,0.879036452,0.9821962,0.8195533
05/11/2019 23:00,0.823171291,0.8682865,0.7899895
05/11/2019 23:30,0.840382923,0.93642515,0.80571866
06/11/2019 00:00,1.073707237,1.1033732,1.0327338
06/11/2019 00:30,1.054921343,1.0906416,1.0042871
06/11/2019 01:00,0.988176107,1.0308341,0.9217787
06/11/2019 01:30,0.895909053,0.9319633,0.85731816
06/11/2019 02:00,0.863993873,0.8899409,0.82280713
06/11/2019 02:30,0.810320804,0.8463536,0.771098
06/11/2019 03:00,0.743400069,0.7768472,0.71042466
06/11/2019 03:30,0.726062106,0.7508363,0.70003563
06/11/2019 04:00,0.718949456,0.74513936,0.6954052
06/11/2019 04:30,0.713275957,0.73512924,0.69270855
06/11/2019 05:00,0.755821786,0.80196494,0.72197634
06/11/2019 05:30,0.819376472,0.8830337,0.76316494
06/11/2019 06:00,0.952141876,1.0022097,0.8686719
06/11/2019 06:30,1.076953973,1.1349219,1.0000639
06/11/2019 07:00,1.09561117,1.1704357,1.022157
06/11/2019 07:30,1.084651097,1.1456876,1.0314296
06/11/2019 08:00,0.923381433,1.0234144,0.81371444
06/11/2019 08:30,0.631292772,0.8543727,0.48645788
06/11/2019 09:00,0.284524556,0.65583533,-0.3567281
06/11/2019 09:30,0.606198072,0.67540455,0.5577644
06/11/2019 10:00,0.761995787,0.82178354,0.6922631
06/11/2019 10:30,0.724872271,0.8367879,0.5838222
06/11/2019 11:00,0.70205619,0.84211147,0.5456609
06/11/2019 11:30,0.418568444,0.5262801,0.16581246
06/11/2019 12:00,0.281407251,0.47697824,0.15426378
06/11/2019 12:30,0.202954802,0.40240172,-0.07165541
06/11/2019 13:00,0.611246265,0.6920747,0.43269888
06/11/2019 13:30,0.655709041,0.71854603,0.59816086
06/11/2019 14:00,0.627764329,0.7251957,0.5769795
06/11/2019 14:30,0.723052807,0.8846303,0.6204004
06/11/2019 15:00,0.941599421,1.0086423,0.87266445
06/11/2019 15:30,0.961411145,1.0914891,0.86750484
06/11/2019 16:00,1.18997968,1.2890403,1.1196464
06/11/2019 16:30,1.417979037,1.5412207,1.3235401
06/11/2019 17:00,1.638203063,1.7236893,1.5546607
06/11/2019 17:30,1.686154627,1.7964191,1.6038171
06/11/2019 18:00,1.734510727,1.7882768,1.6828729
06/11/2019 18:30,1.733160713,1.7856638,1.6719536
06/11/2019 19:00,1.650086473,1.7345916,1.5370504
06/11/2019 19:30,1.546047253,1.6307535,1.4389654
06/11/2019 20:00,1.432255183,1.526166,1.3424667
06/11/2019 20:30,1.37025028,1.4432231,1.3237354
06/11/2019 21:00,1.292852937,1.3764347,1.2128599
06/11/2019 21:30,1.104439617,1.1863171,1.0182568
06/11/2019 22:00,1.014651947,1.0526121,0.9318951
06/11/2019 22:30,0.900255783,0.9544894,0.8575627
06/11/2019 23:00,0.878410037,0.9388726,0.84471804
06/11/2019 23:30,0.889740898,1.0148226,0.85284466
07/11/2019 00:00,1.14767989,1.2041562,1.0799705
07/11/2019 00:30,1.102708853,1.1985714,1.0404476
07/11/2019 01:00,1.036067897,1.095551,0.9840793
07/11/2019 01:30,0.952861867,1.019918,0.90557647
07/11/2019 02:00,0.908405153,0.98835826,0.8414668
07/11/2019 02:30,0.872573966,0.93692476,0.8394113
07/11/2019 03:00,0.795326797,0.8416443,0.7545505
07/11/2019 03:30,0.763298694,0.798895,0.72957
07/11/2019 04:00,0.756005624,0.80171096,0.72576267
07/11/2019 04:30,0.765960482,0.83430487,0.71756524
07/11/2019 05:00,0.779339405,0.83937293,0.73359907
07/11/2019 05:30,0.81224553,0.8888166,0.7625336
07/11/2019 06:00,0.95702017,1.0060259,0.8798021
07/11/2019 06:30,1.092871913,1.1423107,1.0114019
07/11/2019 07:00,1.135674747,1.2017422,1.0923275
07/11/2019 07:30,1.09387109,1.1611874,0.9574429
07/11/2019 08:00,0.846826486,0.9998883,0.68338406
07/11/2019 08:30,0.520826461,0.67490095,0.32392302
07/11/2019 09:00,0.157665458,0.39085472,-0.28497967
07/11/2019 09:30,0.388445311,0.8399067,-0.3567188
07/11/2019 10:00,0.215686161,0.6956493,-0.6172412
07/11/2019 10:30,-0.212508187,0.6796655,-0.74800366
07/11/2019 11:00,0.412141807,0.74173343,-0.9853383
07/11/2019 11:30,-0.550517157,0.29422063,-0.89819276
07/11/2019 12:00,-0.518363584,0.022125438,-1.0111158
07/11/2019 12:30,0.183826003,0.81752646,-0.26535526
07/11/2019 13:00,0.826406852,0.96399736,0.6808508
07/11/2019 13:30,0.798921965,0.8592171,0.7333452
07/11/2019 14:00,0.763669138,0.8806952,0.6707614
07/11/2019 14:30,0.551320478,0.6956662,0.3390096
07/11/2019 15:00,0.648638027,0.91714895,0.33913887
07/11/2019 15:30,0.976233945,1.02709,0.89808226
07/11/2019 16:00,1.168138813,1.287896,1.0476047
07/11/2019 16:30,1.480784213,1.6841009,1.267746
07/11/2019 17:00,1.703047757,1.7523932,1.6424938
07/11/2019 17:30,1.709028007,1.7921457,1.6313118
07/11/2019 18:00,1.765891583,1.8431941,1.7067767
07/11/2019 18:30,1.749199777,1.7972286,1.6950691
07/11/2019 19:00,1.682716253,1.769278,1.6202366
07/11/2019 19:30,1.62541509,1.6972458,1.5777063
07/11/2019 20:00,1.515017203,1.6113524,1.4270484
07/11/2019 20:30,1.40280343,1.4709487,1.3559443
07/11/2019 21:00,1.401618573,1.4391608,1.3308846
07/11/2019 21:30,1.23287668,1.34004,1.1861831
07/11/2019 22:00,1.071108548,1.1748127,0.98799425
07/11/2019 22:30,0.95929695,1.0311205,0.88169986
07/11/2019 23:00,0.891897287,0.93533677,0.84106493
07/11/2019 23:30,0.896873661,1.0051705,0.8632243
08/11/2019 00:00,1.16158055,1.2184827,1.1133206
08/11/2019 00:30,1.153580463,1.2051886,1.1028013
08/11/2019 01:00,1.11378992,1.1512415,1.0534205
08/11/2019 01:30,1.038218582,1.0619438,0.99734706
08/11/2019 02:00,0.988176731,1.0183754,0.9509079
08/11/2019 02:30,0.936785206,0.99284345,0.90922475
08/11/2019 03:00,0.878326436,0.97359115,0.8184764
08/11/2019 03:30,0.843611322,0.8926401,0.796453
08/11/2019 04:00,0.827531196,0.8975799,0.7687304
08/11/2019 04:30,0.832644168,0.87640655,0.7884781
08/11/2019 05:00,0.839189921,0.8667408,0.81213766
08/11/2019 05:30,0.869156278,0.9066064,0.7956048
08/11/2019 06:00,0.987956383,1.064938,0.8886007
08/11/2019 06:30,1.11818309,1.2043794,1.0225985
08/11/2019 07:00,1.206296663,1.2743069,1.0956475
08/11/2019 07:30,1.230742863,1.2857006,1.1725891
08/11/2019 08:00,1.134086,1.2428312,1.0765973
08/11/2019 08:30,1.041693724,1.1972349,0.8386766
08/11/2019 09:00,0.711129078,0.81771934,0.6009967
08/11/2019 09:30,0.445920405,0.8148003,-0.40187266
08/11/2019 10:00,0.195640717,0.844707,-0.50198466
08/11/2019 10:30,-0.124549294,0.8199094,-0.5680383
08/11/2019 11:00,-0.606035899,-0.42049003,-0.73582184
08/11/2019 11:30,0.117511328,0.7922341,-0.69459
08/11/2019 12:00,-0.541972332,0.16798507,-0.67994726
08/11/2019 12:30,-0.1809211,0.5973947,-0.5873231
08/11/2019 13:00,0.16562789,0.8390593,-0.4704348
08/11/2019 13:30,-0.31078512,0.076305576,-0.39564344
08/11/2019 14:00,-0.044139718,0.13255996,-0.19355811
08/11/2019 14:30,0.256129816,0.38237262,0.12279701
08/11/2019 15:00,0.645804126,0.83348775,0.429708
08/11/2019 15:30,0.887712536,1.1005235,0.7063141
08/11/2019 16:00,1.21431838,1.3220093,1.1201034
08/11/2019 16:30,1.45584665,1.5879765,1.3120893
08/11/2019 17:00,1.686716587,1.748176,1.5881536
08/11/2019 17:30,1.76456204,1.8511062,1.7152089
08/11/2019 18:00,1.78192724,1.8554835,1.705344
08/11/2019 18:30,1.671865743,1.7190088,1.6141326
08/11/2019 19:00,1.707648713,1.7899444,1.6259253
08/11/2019 19:30,1.61108837,1.6889849,1.5089765
08/11/2019 20:00,1.470836913,1.551268,1.4038843
08/11/2019 20:30,1.400699493,1.457734,1.3323615
08/11/2019 21:00,1.282564647,1.3713322,1.2303416
08/11/2019 21:30,1.198705283,1.2872561,1.1426426
08/11/2019 22:00,1.127269367,1.248838,1.060064
08/11/2019 22:30,1.022401256,1.095473,0.9686388
08/11/2019 23:00,1.013395425,1.0717298,0.93198735
08/11/2019 23:30,1.007331372,1.1003013,0.9515901
09/11/2019 00:00,1.276596297,1.3209767,1.1965511
09/11/2019 00:30,1.249608207,1.3090857,1.2008072
09/11/2019 01:00,1.206827833,1.2529283,1.1195651
09/11/2019 01:30,1.114239713,1.1461434,1.0613079
09/11/2019 02:00,1.065191393,1.0919328,1.0393976
09/11/2019 02:30,1.031684753,1.0771326,1.0017896
09/11/2019 03:00,0.962885046,1.0179824,0.9275258
09/11/2019 03:30,0.928707772,0.98044056,0.9010103
09/11/2019 04:00,0.90577599,0.95122033,0.86650175
09/11/2019 04:30,0.876143693,0.9168299,0.83664227
09/11/2019 05:00,0.858813117,0.89280087,0.82339644
09/11/2019 05:30,0.869711583,0.92655194,0.83258367
09/11/2019 06:00,0.934440142,1.0008514,0.8607699
09/11/2019 06:30,0.973091773,1.0498899,0.9486946
09/11/2019 07:00,1.002875336,1.059857,0.9358008
09/11/2019 07:30,1.03789702,1.0946282,0.987198
09/11/2019 08:00,1.12341633,1.1959096,1.0654806
09/11/2019 08:30,1.196132263,1.2892634,1.0992337
09/11/2019 09:00,1.286710543,1.3806876,1.2178506
09/11/2019 09:30,1.389974667,1.4509649,1.3331103
09/11/2019 10:00,1.37676957,1.4371818,1.3104463
09/11/2019 10:30,1.423189183,1.4877917,1.3665844
09/11/2019 11:00,1.418895631,1.4682721,1.3718731
09/11/2019 11:30,1.246840393,1.4538734,0.9101774
09/11/2019 12:00,1.098862189,1.274493,0.90233266
09/11/2019 12:30,0.738970645,1.2084821,-0.15615387
09/11/2019 13:00,-0.059733513,0.6998512,-0.4132012
09/11/2019 13:30,0.347593978,0.9494923,-0.30135506
09/11/2019 14:00,1.063564163,1.211736,0.786564
09/11/2019 14:30,0.859835763,1.1590093,0.6353542
09/11/2019 15:00,0.932212232,1.2201954,0.6497436
09/11/2019 15:30,1.244301497,1.2765512,1.2024843
09/11/2019 16:00,1.39616058,1.496834,1.2681228
09/11/2019 16:30,1.587395123,1.7018768,1.4656752
09/11/2019 17:00,1.717876773,1.8286119,1.6376777
09/11/2019 17:30,1.736016137,1.8026427,1.6719466
09/11/2019 18:00,1.747676267,1.8181466,1.6477958
09/11/2019 18:30,1.679375237,1.7279221,1.6236426
09/11/2019 19:00,1.59646005,1.6942457,1.5252707
09/11/2019 19:30,1.467538487,1.5298495,1.4190365
09/11/2019 20:00,1.406854027,1.478205,1.3390665
09/11/2019 20:30,1.29696401,1.3802527,1.2252202
09/11/2019 21:00,1.255068597,1.3241153,1.1869785
09/11/2019 21:30,1.169617747,1.2078402,1.1363103
09/11/2019 22:00,1.116720337,1.144055,1.0862067
09/11/2019 22:30,1.029360714,1.0701917,1.0025303
09/11/2019 23:00,1.019812141,1.0570126,0.9645955
09/11/2019 23:30,1.00369811,1.1081835,0.9202851
10/11/2019 00:00,1.25761755,1.3142627,1.2082319
10/11/2019 00:30,1.255342103,1.3078847,1.2188921
10/11/2019 01:00,1.211051987,1.2867297,1.1178651
10/11/2019 01:30,1.116842463,1.1583004,1.0841334
10/11/2019 02:00,1.07716777,1.1210722,1.0347577
10/11/2019 02:30,1.022028683,1.0592048,0.9629355
10/11/2019 03:00,0.929361876,0.9721831,0.8742746
10/11/2019 03:30,0.930640745,0.96344846,0.90400106
10/11/2019 04:00,0.884998507,0.94338495,0.8148936
10/11/2019 04:30,0.872743176,0.9047385,0.80916536
10/11/2019 05:00,0.844752311,0.8764594,0.80352277
10/11/2019 05:30,0.823280783,0.85362846,0.77244794
10/11/2019 06:00,0.880206556,0.94291747,0.79798996
10/11/2019 06:30,0.937205495,0.9835419,0.8869914
10/11/2019 07:00,0.903018277,0.946146,0.85356796
10/11/2019 07:30,0.943754787,1.0085027,0.891252
10/11/2019 08:00,1.020565877,1.0782737,0.9394315
10/11/2019 08:30,1.051496061,1.1303767,0.99085456
10/11/2019 09:00,1.09802212,1.1473203,1.0262805
10/11/2019 09:30,1.150159723,1.2051469,1.0722996
10/11/2019 10:00,1.15161725,1.2101961,1.1111228
10/11/2019 10:30,1.16680339,1.2393246,1.0946985
10/11/2019 11:00,1.023994053,1.1322862,0.8786672
10/11/2019 11:30,0.761511989,0.8955065,0.46597293
10/11/2019 12:00,-0.310290519,0.40686247,-0.7696596
10/11/2019 12:30,-0.177485293,-0.04151787,-0.24736814
10/11/2019 13:00,-0.022798642,0.3647065,-0.1894903
10/11/2019 13:30,0.211024826,0.60649985,-0.026520176
10/11/2019 14:00,0.417848035,0.7132155,0.19348374
10/11/2019 14:30,0.854340853,0.97567964,0.6838918
10/11/2019 15:00,1.133011355,1.2435461,0.91149575
10/11/2019 15:30,1.24818513,1.3437487,1.1536834
10/11/2019 16:00,1.48285479,1.5991331,1.3327522
10/11/2019 16:30,1.69907408,1.8383164,1.5683848
10/11/2019 17:00,1.903958803,1.9610732,1.8092465
10/11/2019 17:30,1.923297607,1.9810243,1.8638535
10/11/2019 18:00,1.851740293,1.9319737,1.7924004
10/11/2019 18:30,1.75155566,1.8608602,1.643424
10/11/2019 19:00,1.634936767,1.6757283,1.5707221
10/11/2019 19:30,1.546659377,1.6329653,1.4476869
10/11/2019 20:00,1.482578947,1.5494487,1.4261973
10/11/2019 20:30,1.385324753,1.442154,1.3328917
10/11/2019 21:00,1.26592827,1.3916045,1.176923
10/11/2019 21:30,1.19622216,1.2229534,1.1673028
10/11/2019 22:00,1.097715175,1.2013793,0.9630745
10/11/2019 22:30,0.928162805,0.9966406,0.8484189
10/11/2019 23:00,0.906233028,0.953346,0.8450675
10/11/2019 23:30,0.899824392,1.0028845,0.8358832
11/11/2019 00:00,1.186682293,1.2412637,1.1027712
