time,value_max,value_min
2021-08-01 22:30:00,0.65356773,0.585948
2021-08-01 23:00:00,0.6254062,0.5660902
2021-08-01 23:30:00,0.5858713,0.53786904
2021-08-02 00:00:00,0.6328282,0.57612014
2021-08-02 00:30:00,0.5896832,0.54897934
2021-08-02 01:00:00,0.5737178,0.5192367
2021-08-02 01:30:00,0.51915646,0.48203158
2021-08-02 02:00:00,0.508408,0.47325283
2021-08-02 02:30:00,0.5043309,0.4739462
2021-08-02 03:00:00,0.51735234,0.4668824
2021-08-02 03:30:00,0.50214314,0.45661223
2021-08-02 04:00:00,0.5218433,0.4753363
2021-08-02 04:30:00,0.5087569,0.47259372
2021-08-02 05:00:00,0.54935855,0.49035874
2021-08-02 05:30:00,0.5780239,0.46618626
2021-08-02 06:00:00,0.57670045,0.24843913
2021-08-02 06:30:00,0.55513054,0.09855428
2021-08-02 07:00:00,0.49832603,-0.09724607
2021-08-02 07:30:00,0.559718,-0.3365118
2021-08-02 08:00:00,0.3443332,-0.6824881
2021-08-02 08:30:00,0.22498192,-1.0029315
2021-08-02 09:00:00,0.07579155,-1.2328079
2021-08-02 09:30:00,0.1686437,-1.448301
2021-08-02 10:00:00,0.08737843,-1.4107673
2021-08-02 10:30:00,-0.09414079,-1.4370153
2021-08-02 11:00:00,-0.28053755,-0.9200359
2021-08-02 11:30:00,-0.3703789,-1.2396177
2021-08-02 12:00:00,-0.24564826,-0.8565229
2021-08-02 12:30:00,-0.06237579,-0.35887706
2021-08-02 13:00:00,-0.12693916,-0.7190833
2021-08-02 13:30:00,-0.18909028,-0.59918433
2021-08-02 14:00:00,0.067643546,-0.25299755
2021-08-02 14:30:00,0.0011713571,-0.6657945
2021-08-02 15:00:00,0.2181443,-0.42587173
2021-08-02 15:30:00,0.27489394,-0.330801
2021-08-02 16:00:00,0.48174134,-0.26216283
2021-08-02 16:30:00,0.82425857,0.40627638
2021-08-02 17:00:00,0.8524284,0.48340654
2021-08-02 17:30:00,0.8569364,0.50037086
2021-08-02 18:00:00,0.8499922,0.55551773
2021-08-02 18:30:00,0.93375105,0.80091566
2021-08-02 19:00:00,0.93446606,0.8344506
2021-08-02 19:30:00,0.98654485,0.861958
2021-08-02 20:00:00,0.99069965,0.8851745
2021-08-02 20:30:00,0.92717165,0.85167146
2021-08-02 21:00:00,0.8897296,0.8353226
2021-08-02 21:30:00,0.82607466,0.728821
2021-08-02 22:00:00,0.7473223,0.6374336
2021-08-02 22:30:00,0.67355734,0.5945598
2021-08-02 23:00:00,0.6218876,0.5873042
2021-08-02 23:30:00,0.59150594,0.56057966
2021-08-03 00:00:00,0.62420493,0.5784535
2021-08-03 00:30:00,0.5924002,0.5486561
2021-08-03 01:00:00,0.5733014,0.5071106
2021-08-03 01:30:00,0.54345405,0.4815983
2021-08-03 02:00:00,0.4943165,0.46642807
2021-08-03 02:30:00,0.52119523,0.47742945
2021-08-03 03:00:00,0.5105535,0.46738067
2021-08-03 03:30:00,0.5105704,0.47224393
2021-08-03 04:00:00,0.5174944,0.4870521
2021-08-03 04:30:00,0.55126226,0.49477932
2021-08-03 05:00:00,0.57743096,0.51198554
2021-08-03 05:30:00,0.61141026,0.47794467
2021-08-03 06:00:00,0.55756205,0.3688513
2021-08-03 06:30:00,0.47065172,0.19690417
2021-08-03 07:00:00,0.49644718,-0.28135777
2021-08-03 07:30:00,0.23853156,-0.42839745
2021-08-03 08:00:00,0.12608662,-0.783417
2021-08-03 08:30:00,0.042758733,-1.0501529
2021-08-03 09:00:00,0.058821227,-0.4280765
2021-08-03 09:30:00,-0.2985456,-0.9827152
2021-08-03 10:00:00,-0.49287415,-1.5714407
2021-08-03 10:30:00,-0.41667742,-1.5707458
2021-08-03 11:00:00,-0.71413845,-1.273122
2021-08-03 11:30:00,-1.0057441,-1.5166526
2021-08-03 12:00:00,-1.3777953,-1.5522238
2021-08-03 12:30:00,-0.20488231,-1.562122
2021-08-03 13:00:00,-0.13096745,-1.6059452
2021-08-03 13:30:00,-0.009428246,-1.5341723
2021-08-03 14:00:00,0.4664908,0.007320387
2021-08-03 14:30:00,0.6073007,0.4443054
2021-08-03 15:00:00,0.73548657,0.63497365
2021-08-03 15:30:00,0.7953227,0.69501805
2021-08-03 16:00:00,0.97585875,0.79243165
2021-08-03 16:30:00,0.8969171,0.7991741
2021-08-03 17:00:00,0.82475936,0.74524295
2021-08-03 17:30:00,0.8103329,0.6805225
2021-08-03 18:00:00,0.97923046,0.7717654
2021-08-03 18:30:00,0.96518505,0.8532627
2021-08-03 19:00:00,1.0524325,0.92710876
2021-08-03 19:30:00,1.0230144,0.96401024
2021-08-03 20:00:00,1.0075635,0.90605015
2021-08-03 20:30:00,0.94350606,0.8937782
2021-08-03 21:00:00,0.92145693,0.8199217
2021-08-03 21:30:00,0.8236859,0.7054912
2021-08-03 22:00:00,0.7433812,0.64276856
2021-08-03 22:30:00,0.6454226,0.56613237
2021-08-03 23:00:00,0.6087144,0.57053185
2021-08-03 23:30:00,0.59010965,0.53184545
2021-08-04 00:00:00,0.62811995,0.55301607
2021-08-04 00:30:00,0.5996867,0.53769046
2021-08-04 01:00:00,0.561833,0.5068662
2021-08-04 01:30:00,0.5083119,0.47308615
2021-08-04 02:00:00,0.50305885,0.46187037
2021-08-04 02:30:00,0.50678295,0.47070518
2021-08-04 03:00:00,0.50260824,0.46681872
2021-08-04 03:30:00,0.5215134,0.46100754
2021-08-04 04:00:00,0.5183853,0.4498256
2021-08-04 04:30:00,0.5139183,0.45617685
2021-08-04 05:00:00,0.5296796,0.4585756
2021-08-04 05:30:00,0.5089662,0.39965314
2021-08-04 06:00:00,0.6112127,0.39158314
2021-08-04 06:30:00,0.3953083,0.16144268
2021-08-04 07:00:00,0.14252588,-0.07273284
2021-08-04 07:30:00,0.1296879,-0.3558731
2021-08-04 08:00:00,0.04086957,-0.6149945
2021-08-04 08:30:00,0.3824432,-0.43919075
2021-08-04 09:00:00,0.24860968,-1.3765932
2021-08-04 09:30:00,0.13524501,-1.3077844
2021-08-04 10:00:00,0.14057228,0.0599582
2021-08-04 10:30:00,0.05367876,-0.1369297
2021-08-04 11:00:00,-0.017925626,-1.5682188
2021-08-04 11:30:00,-1.4317067,-1.5293262
2021-08-04 12:00:00,-0.046834897,-1.5511594
2021-08-04 12:30:00,0.40653762,-1.4079903
2021-08-04 13:00:00,0.42214245,0.12888941
2021-08-04 13:30:00,0.1320741,0.05246241
2021-08-04 14:00:00,0.13583556,-0.010741132
2021-08-04 14:30:00,0.26937917,0.11240993
2021-08-04 15:00:00,0.40319246,0.18526042
2021-08-04 15:30:00,0.5111741,0.26144105
2021-08-04 16:00:00,0.60139954,0.45503277
2021-08-04 16:30:00,0.81404036,0.61346626
2021-08-04 17:00:00,0.73531914,0.5570388
2021-08-04 17:30:00,0.8232453,0.34168693
2021-08-04 18:00:00,1.0626456,0.82571864
2021-08-04 18:30:00,1.0230719,0.9239305
2021-08-04 19:00:00,0.9764323,0.8441837
2021-08-04 19:30:00,0.9548173,0.878628
2021-08-04 20:00:00,0.99074763,0.90455705
2021-08-04 20:30:00,0.9798339,0.8958786
2021-08-04 21:00:00,0.9269712,0.7798872
2021-08-04 21:30:00,0.8315766,0.71760064
2021-08-04 22:00:00,0.7654988,0.67411214
2021-08-04 22:30:00,0.6746027,0.6013069
2021-08-04 23:00:00,0.6455119,0.5937376
2021-08-04 23:30:00,0.5986761,0.5533025
2021-08-05 00:00:00,0.63666475,0.58201593
2021-08-05 00:30:00,0.6149592,0.5572119
2021-08-05 01:00:00,0.5795601,0.5350501
2021-08-05 01:30:00,0.53663427,0.48292395
2021-08-05 02:00:00,0.5107325,0.47351447
2021-08-05 02:30:00,0.5091597,0.4735803
2021-08-05 03:00:00,0.5181062,0.48150632
2021-08-05 03:30:00,0.5206886,0.47695598
2021-08-05 04:00:00,0.5371586,0.4737997
2021-08-05 04:30:00,0.5472334,0.49778616
2021-08-05 05:00:00,0.6146928,0.5069448
2021-08-05 05:30:00,0.6064371,0.5154152
2021-08-05 06:00:00,0.7771332,0.5039136
2021-08-05 06:30:00,0.71956474,0.5663812
2021-08-05 07:00:00,0.7672311,0.4547816
2021-08-05 07:30:00,0.5388633,0.13917683
2021-08-05 08:00:00,0.7265279,-0.022621252
2021-08-05 08:30:00,0.6949011,0.33838865
2021-08-05 09:00:00,0.77896667,0.6586373
2021-08-05 09:30:00,0.7513371,0.17496964
2021-08-05 10:00:00,0.42348203,0.17251368
2021-08-05 10:30:00,0.6270352,0.10223701
2021-08-05 11:00:00,0.636242,-1.3869752
2021-08-05 11:30:00,0.030717807,-1.4150583
2021-08-05 12:00:00,0.4367786,-0.095000975
2021-08-05 12:30:00,0.62780464,0.2636912
2021-08-05 13:00:00,0.7009783,0.34466517
2021-08-05 13:30:00,0.56592244,0.3267759
2021-08-05 14:00:00,0.46491706,-0.75284886
2021-08-05 14:30:00,0.54664284,-1.4691173
2021-08-05 15:00:00,0.47363174,-0.87123764
2021-08-05 15:30:00,0.29436976,-1.0475086
2021-08-05 16:00:00,0.6926782,0.05781621
2021-08-05 16:30:00,0.8425456,0.45210236
2021-08-05 17:00:00,0.93935007,0.69141024
2021-08-05 17:30:00,0.855396,0.11789651
2021-08-05 18:00:00,0.9759809,0.80085164
2021-08-05 18:30:00,1.0552776,0.8754414
2021-08-05 19:00:00,1.0260608,0.92714614
2021-08-05 19:30:00,1.0205836,0.93893003
2021-08-05 20:00:00,0.94643396,0.85845715
2021-08-05 20:30:00,0.904571,0.8456227
2021-08-05 21:00:00,0.91475767,0.79189485
2021-08-05 21:30:00,0.79495215,0.7124899
2021-08-05 22:00:00,0.6930332,0.6508262
2021-08-05 22:30:00,0.67452306,0.59775925
2021-08-05 23:00:00,0.62055063,0.5737687
2021-08-05 23:30:00,0.5832019,0.5432273
2021-08-06 00:00:00,0.6162225,0.56236684
2021-08-06 00:30:00,0.6014221,0.53333354
2021-08-06 01:00:00,0.56816703,0.5229123
2021-08-06 01:30:00,0.53721166,0.4739882
2021-08-06 02:00:00,0.51436865,0.46962696
2021-08-06 02:30:00,0.50655836,0.4781142
2021-08-06 03:00:00,0.51515347,0.48145813
2021-08-06 03:30:00,0.4984307,0.4638519
2021-08-06 04:00:00,0.52797997,0.48044533
2021-08-06 04:30:00,0.5461935,0.47878522
2021-08-06 05:00:00,0.59672207,0.49757096
2021-08-06 05:30:00,0.62799644,0.5153798
2021-08-06 06:00:00,0.6435146,0.50155294
2021-08-06 06:30:00,0.67351544,0.46434727
2021-08-06 07:00:00,0.5618196,-0.28644022
2021-08-06 07:30:00,0.54200304,-0.37760377
2021-08-06 08:00:00,0.37739095,-0.5464462
2021-08-06 08:30:00,0.5396238,-1.1248015
2021-08-06 09:00:00,0.4526326,-1.1290855
2021-08-06 09:30:00,-0.10067472,-1.4306487
2021-08-06 10:00:00,0.18728434,-1.5125501
2021-08-06 10:30:00,0.34211445,-1.5428469
2021-08-06 11:00:00,0.5321463,-1.4949902
2021-08-06 11:30:00,0.5160325,-1.4054856
2021-08-06 12:00:00,0.32295752,-1.5588087
2021-08-06 12:30:00,0.47523165,-1.5546069
2021-08-06 13:00:00,0.022219194,-1.6146259
2021-08-06 13:30:00,0.19038917,-1.4924713
2021-08-06 14:00:00,0.07348691,-1.5603467
2021-08-06 14:30:00,0.30309933,-1.5468557
2021-08-06 15:00:00,0.2326847,-1.3286601
2021-08-06 15:30:00,0.30166087,-1.1537975
2021-08-06 16:00:00,0.57221407,-0.5681427
2021-08-06 16:30:00,0.26571712,-0.37659207
2021-08-06 17:00:00,0.73574126,-0.054237805
2021-08-06 17:30:00,0.787885,0.35211736
2021-08-06 18:00:00,0.8658575,0.6086589
2021-08-06 18:30:00,0.86933637,0.76827085
2021-08-06 19:00:00,0.8516974,0.7623347
2021-08-06 19:30:00,0.92428863,0.8038627
2021-08-06 20:00:00,0.9420907,0.85335606
2021-08-06 20:30:00,0.91730785,0.79013795
2021-08-06 21:00:00,0.85055906,0.7484501
2021-08-06 21:30:00,0.8005578,0.7184292
2021-08-06 22:00:00,0.7706468,0.6975587
2021-08-06 22:30:00,0.6898737,0.639843
2021-08-06 23:00:00,0.6733406,0.61474097
2021-08-06 23:30:00,0.64428395,0.57562363
2021-08-07 00:00:00,0.6623337,0.5861044
2021-08-07 00:30:00,0.62170833,0.5497752
2021-08-07 01:00:00,0.56031775,0.51510704
2021-08-07 01:30:00,0.55183303,0.49767926
2021-08-07 02:00:00,0.5205245,0.48860285
2021-08-07 02:30:00,0.5073237,0.4886801
2021-08-07 03:00:00,0.508033,0.48148108
2021-08-07 03:30:00,0.5052537,0.4821488
2021-08-07 04:00:00,0.5162922,0.4706926
2021-08-07 04:30:00,0.50863767,0.4645496
2021-08-07 05:00:00,0.50764287,0.46476534
2021-08-07 05:30:00,0.51889783,0.44533172
2021-08-07 06:00:00,0.47526366,0.30586326
2021-08-07 06:30:00,0.3580363,0.10046972
2021-08-07 07:00:00,0.09562524,-0.30604604
2021-08-07 07:30:00,0.3158028,-0.5566578
2021-08-07 08:00:00,0.21320838,-1.1239223
2021-08-07 08:30:00,0.40186372,-0.017143287
2021-08-07 09:00:00,0.3100663,-0.18285735
2021-08-07 09:30:00,0.3281078,0.04419351
2021-08-07 10:00:00,0.5321439,-0.24900079
2021-08-07 10:30:00,0.4021292,-0.16594626
2021-08-07 11:00:00,0.86196053,0.48453218
2021-08-07 11:30:00,0.8872134,0.7449918
2021-08-07 12:00:00,0.73386556,-1.3763419
2021-08-07 12:30:00,0.57732487,-0.075887494
2021-08-07 13:00:00,0.078863196,-1.0599078
2021-08-07 13:30:00,0.5150712,-0.26551074
2021-08-07 14:00:00,0.4359541,-1.2410828
2021-08-07 14:30:00,0.4246821,-0.09463816
2021-08-07 15:00:00,0.45959312,-0.61421466
2021-08-07 15:30:00,0.59310293,0.092037186
2021-08-07 16:00:00,0.7723199,-0.22187144
2021-08-07 16:30:00,0.83372146,0.13439532
2021-08-07 17:00:00,0.8233842,0.54086226
2021-08-07 17:30:00,0.83424664,0.58788604
2021-08-07 18:00:00,0.93807,0.69864726
2021-08-07 18:30:00,0.9159869,0.8083002
2021-08-07 19:00:00,0.9152151,0.8372985
2021-08-07 19:30:00,0.8944123,0.839399
2021-08-07 20:00:00,0.900908,0.8567002
2021-08-07 20:30:00,0.8765471,0.8032976
2021-08-07 21:00:00,0.82921773,0.754254
2021-08-07 21:30:00,0.7526393,0.6964947
2021-08-07 22:00:00,0.71658456,0.63574237
2021-08-07 22:30:00,0.6485752,0.59501195
2021-08-07 23:00:00,0.66062343,0.5858805
2021-08-07 23:30:00,0.6183209,0.55990815
2021-08-08 00:00:00,0.6449975,0.5856312
2021-08-08 00:30:00,0.6202946,0.5448764
2021-08-08 01:00:00,0.56744784,0.52489156
2021-08-08 01:30:00,0.5258056,0.47131196
2021-08-08 02:00:00,0.5043114,0.45832947
2021-08-08 02:30:00,0.5051034,0.46138847
2021-08-08 03:00:00,0.5085406,0.46641764
2021-08-08 03:30:00,0.50509304,0.4575757
2021-08-08 04:00:00,0.5003878,0.46054944
2021-08-08 04:30:00,0.50042915,0.4568386
2021-08-08 05:00:00,0.5035066,0.47481918
2021-08-08 05:30:00,0.5282813,0.43141097
2021-08-08 06:00:00,0.60150945,0.42139825
2021-08-08 06:30:00,0.62232757,0.42899925
2021-08-08 07:00:00,0.6570148,0.5057939
2021-08-08 07:30:00,0.59438986,-0.19830477
2021-08-08 08:00:00,0.5753841,-0.76161486
2021-08-08 08:30:00,0.48884407,-0.7579286
2021-08-08 09:00:00,0.5912129,0.031958178
2021-08-08 09:30:00,0.58857554,-0.1554999
2021-08-08 10:00:00,0.59934944,-0.45481762
2021-08-08 10:30:00,0.6795577,0.30990788
2021-08-08 11:00:00,0.53560144,-1.2299473
2021-08-08 11:30:00,0.72906756,-0.56694984
2021-08-08 12:00:00,0.11740811,-1.2847179
2021-08-08 12:30:00,-0.12712596,-0.94594556
2021-08-08 13:00:00,-0.29897907,-1.5200435
2021-08-08 13:30:00,0.019871095,-1.4892185
2021-08-08 14:00:00,-0.14791574,-1.4794226
2021-08-08 14:30:00,0.22078826,-1.3985634
2021-08-08 15:00:00,0.33628154,-1.2799282
2021-08-08 15:30:00,0.42440304,-0.81078756
2021-08-08 16:00:00,0.5934673,-0.544333
2021-08-08 16:30:00,0.64792323,-0.30266288
2021-08-08 17:00:00,0.73844486,0.1728486
2021-08-08 17:30:00,0.8134239,0.42019418
2021-08-08 18:00:00,0.83153623,0.6398834
2021-08-08 18:30:00,0.8930099,0.78049624
2021-08-08 19:00:00,0.94344735,0.8473118
2021-08-08 19:30:00,0.9779911,0.8694276
2021-08-08 20:00:00,0.98897314,0.9045239
2021-08-08 20:30:00,0.95874625,0.86724323
2021-08-08 21:00:00,0.8904423,0.7763625
2021-08-08 21:30:00,0.8027452,0.7052538
2021-08-08 22:00:00,0.7138562,0.64134157
2021-08-08 22:30:00,0.65717405,0.6025283
2021-08-08 23:00:00,0.65117747,0.5732651
2021-08-08 23:30:00,0.60418475,0.5263286
2021-08-09 00:00:00,0.65952885,0.59218085
2021-08-09 00:30:00,0.6204873,0.56452155
2021-08-09 01:00:00,0.60418254,0.5366929
2021-08-09 01:30:00,0.5355811,0.4929449
2021-08-09 02:00:00,0.5124493,0.47549328
2021-08-09 02:30:00,0.51338965,0.48120683
2021-08-09 03:00:00,0.5157459,0.48196408
2021-08-09 03:30:00,0.50999534,0.4751703
2021-08-09 04:00:00,0.5259355,0.4864387
2021-08-09 04:30:00,0.546996,0.49040696
2021-08-09 05:00:00,0.6219186,0.5237631
2021-08-09 05:30:00,0.64068824,0.5239583
2021-08-09 06:00:00,0.53675747,0.36039567
2021-08-09 06:30:00,0.38664266,0.19198823
2021-08-09 07:00:00,0.36211446,-0.037272558
2021-08-09 07:30:00,0.45180082,-0.35910034
2021-08-09 08:00:00,0.15817948,-0.960722
2021-08-09 08:30:00,-0.015695365,-1.1409571
2021-08-09 09:00:00,0.0059735687,-1.2842574
2021-08-09 09:30:00,0.46483567,-1.4037647
2021-08-09 10:00:00,0.30912644,-1.4299126
2021-08-09 10:30:00,0.3895374,-0.48743817
2021-08-09 11:00:00,0.74405456,-0.5834578
2021-08-09 11:30:00,0.45393035,-0.18697038
2021-08-09 12:00:00,0.02025556,-1.4161537
2021-08-09 12:30:00,0.0061900467,-1.4995586
2021-08-09 13:00:00,0.6062103,-0.20702706
2021-08-09 13:30:00,0.5891245,-1.4141148
2021-08-09 14:00:00,0.43813628,-1.1634845
2021-08-09 14:30:00,0.40095603,-1.5235181
2021-08-09 15:00:00,0.69458234,-1.3965025
2021-08-09 15:30:00,0.8496375,-0.759663
2021-08-09 16:00:00,0.7063081,-0.8268769
2021-08-09 16:30:00,0.75178677,-0.200578
2021-08-09 17:00:00,1.0973375,0.76785016
2021-08-09 17:30:00,1.129233,0.9890608
2021-08-09 18:00:00,1.1162919,0.7612323
2021-08-09 18:30:00,1.0398968,0.77362025
2021-08-09 19:00:00,1.0210036,0.9413406
2021-08-09 19:30:00,0.9901861,0.94501233
2021-08-09 20:00:00,1.0085274,0.93239534
2021-08-09 20:30:00,0.933596,0.8438
2021-08-09 21:00:00,0.90100133,0.7854834
2021-08-09 21:30:00,0.7843721,0.72026134
2021-08-09 22:00:00,0.7442708,0.63517225
2021-08-09 22:30:00,0.6496181,0.59063375
2021-08-09 23:00:00,0.6358416,0.57418597
2021-08-09 23:30:00,0.5984056,0.5404947
2021-08-10 00:00:00,0.6317768,0.5871402
2021-08-10 00:30:00,0.6083767,0.5729889
2021-08-10 01:00:00,0.60022897,0.50355655
2021-08-10 01:30:00,0.520711,0.4792045
2021-08-10 02:00:00,0.52401304,0.47827667
2021-08-10 02:30:00,0.5122768,0.4836304
2021-08-10 03:00:00,0.5273288,0.459158
2021-08-10 03:30:00,0.5043318,0.46944058
2021-08-10 04:00:00,0.5303238,0.4818425
2021-08-10 04:30:00,0.53363144,0.47938305
2021-08-10 05:00:00,0.5930192,0.52131575
2021-08-10 05:30:00,0.6080808,0.53324664
2021-08-10 06:00:00,0.577947,0.45495677
2021-08-10 06:30:00,0.71697617,0.053469446
2021-08-10 07:00:00,0.098492265,-0.40354484
2021-08-10 07:30:00,0.26765558,-0.5705396
2021-08-10 08:00:00,0.40968123,-0.7761669
2021-08-10 08:30:00,0.39434698,-0.9918169
2021-08-10 09:00:00,-0.6112204,-1.1138257
2021-08-10 09:30:00,-0.2626202,-1.3648018
2021-08-10 10:00:00,0.26979476,-1.46371
2021-08-10 10:30:00,0.29525033,-1.5381666
2021-08-10 11:00:00,0.18360737,-1.5280672
2021-08-10 11:30:00,0.29585588,-1.4483602
2021-08-10 12:00:00,0.2389443,-1.4700493
2021-08-10 12:30:00,0.29840952,-0.55047446
2021-08-10 13:00:00,0.11171101,-0.9863608
2021-08-10 13:30:00,-0.071492605,-1.5808594
2021-08-10 14:00:00,0.0034035447,-1.1658132
2021-08-10 14:30:00,-0.055388164,-1.5317477
2021-08-10 15:00:00,0.32509017,-1.198714
2021-08-10 15:30:00,0.5480766,-0.3512916
2021-08-10 16:00:00,0.57922614,-0.8362682
2021-08-10 16:30:00,0.6861461,-0.40710786
2021-08-10 17:00:00,0.6671483,-0.027492085
2021-08-10 17:30:00,0.786057,0.39293605
2021-08-10 18:00:00,0.9343906,0.69415736
2021-08-10 18:30:00,0.9737406,0.8659182
2021-08-10 19:00:00,1.019136,0.9143421
2021-08-10 19:30:00,1.0901914,0.9545887
2021-08-10 20:00:00,1.0261077,0.932375
2021-08-10 20:30:00,0.9688481,0.84377867
2021-08-10 21:00:00,0.9092375,0.80244493
2021-08-10 21:30:00,0.8180905,0.72390246
2021-08-10 22:00:00,0.72980195,0.6139533
2021-08-10 22:30:00,0.6450019,0.5733891
2021-08-10 23:00:00,0.60026616,0.55410206
2021-08-10 23:30:00,0.5768016,0.51971096
2021-08-11 00:00:00,0.62412804,0.56153464
2021-08-11 00:30:00,0.60933256,0.5514088
2021-08-11 01:00:00,0.5706135,0.52033895
2021-08-11 01:30:00,0.53389204,0.46462962
2021-08-11 02:00:00,0.51328427,0.48113263
2021-08-11 02:30:00,0.5170887,0.4741589
2021-08-11 03:00:00,0.52314305,0.47650844
2021-08-11 03:30:00,0.5062647,0.4660828
2021-08-11 04:00:00,0.5337834,0.49590883
2021-08-11 04:30:00,0.5471452,0.48747656
2021-08-11 05:00:00,0.62005997,0.5072855
2021-08-11 05:30:00,0.57581496,0.48204598
2021-08-11 06:00:00,0.70529264,0.51685035
2021-08-11 06:30:00,0.70793027,0.21807453
2021-08-11 07:00:00,0.6619409,0.30023754
2021-08-11 07:30:00,0.43989232,-0.05357879
2021-08-11 08:00:00,0.16931172,-0.967662
2021-08-11 08:30:00,0.30227834,-1.1242085
2021-08-11 09:00:00,0.25414446,-1.0906832
2021-08-11 09:30:00,0.18715176,-0.4840652
2021-08-11 10:00:00,-0.08019181,-1.4503837
2021-08-11 10:30:00,-0.14263016,-1.0739939
2021-08-11 11:00:00,-0.49057478,-1.4717151
2021-08-11 11:30:00,-0.24116157,-1.5862393
2021-08-11 12:00:00,-0.08117923,-0.6480229
2021-08-11 12:30:00,-0.20165294,-0.48382708
2021-08-11 13:00:00,-0.05106194,-0.96762013
2021-08-11 13:30:00,0.5528588,-1.0792267
2021-08-11 14:00:00,0.50991195,0.010141735
2021-08-11 14:30:00,0.45102438,0.28403658
2021-08-11 15:00:00,0.5885581,0.35536706
2021-08-11 15:30:00,0.753533,0.5231298
2021-08-11 16:00:00,0.9130981,0.6217186
2021-08-11 16:30:00,1.0203577,0.7707352
2021-08-11 17:00:00,1.0572313,0.9183718
2021-08-11 17:30:00,1.0096438,0.83708054
2021-08-11 18:00:00,0.97536594,0.86518645
2021-08-11 18:30:00,1.0203639,0.8702434
2021-08-11 19:00:00,1.0273489,0.9360554
2021-08-11 19:30:00,1.0192721,0.93201214
2021-08-11 20:00:00,1.0133083,0.8941227
2021-08-11 20:30:00,0.9205754,0.84868
2021-08-11 21:00:00,0.9298803,0.7603881
2021-08-11 21:30:00,0.8038678,0.7310336
2021-08-11 22:00:00,0.7524655,0.6618392
2021-08-11 22:30:00,0.68229145,0.5815984
2021-08-11 23:00:00,0.6258152,0.57490295
2021-08-11 23:30:00,0.61560565,0.53256935
2021-08-12 00:00:00,0.657155,0.57221633
2021-08-12 00:30:00,0.6019717,0.5441345
2021-08-12 01:00:00,0.581703,0.5104832
2021-08-12 01:30:00,0.54316777,0.4728933
2021-08-12 02:00:00,0.51355714,0.46567646
2021-08-12 02:30:00,0.502681,0.46850237
2021-08-12 03:00:00,0.5071038,0.46553487
2021-08-12 03:30:00,0.501998,0.46468145
2021-08-12 04:00:00,0.52657187,0.47295263
2021-08-12 04:30:00,0.5683069,0.47659218
2021-08-12 05:00:00,0.5862731,0.52851963
2021-08-12 05:30:00,0.58665305,0.501478
2021-08-12 06:00:00,0.5873388,0.28626928
2021-08-12 06:30:00,0.53216577,0.121797375
2021-08-12 07:00:00,0.3945129,-0.048979644
2021-08-12 07:30:00,0.4850869,0.27306074
2021-08-12 08:00:00,0.6044156,0.4196785
2021-08-12 08:30:00,0.748511,0.44043964
2021-08-12 09:00:00,0.72501576,0.55514354
2021-08-12 09:30:00,0.6410019,0.41015568
2021-08-12 10:00:00,0.5878255,-0.03261036
2021-08-12 10:30:00,-0.1492414,-0.7691758
2021-08-12 11:00:00,0.7242464,0.050909262
2021-08-12 11:30:00,0.5393602,-0.61898553
